"source_taxon_name","source_taxon_path","source_taxon_path_ids","source_specimen_life_stage_id","source_specimen_life_stage","source_specimen_physiological_state_id","source_specimen_physiological_state","source_specimen_body_part_id","source_specimen_body_part","source_specimen_sex_id","source_specimen_sex","interaction_type","target_taxon_name","target_taxon_path","target_taxon_path_ids","target_specimen_life_stage_id","target_specimen_life_stage","target_specimen_physiological_state_id","target_specimen_physiological_state","target_specimen_body_part_id","target_specimen_body_part","target_specimen_sex_id","target_specimen_sex","latitude","longitude","study_citation","study_url","study_source_citation"
"Nepeta cataria","Plantae | Charophyta | Equisetopsida | Magnoliidae | Lamiales | Lamiaceae | Nepeta | Nepeta cataria","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337710 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337706 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337705 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337515 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337614 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301101 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301131 | ALATaxon:https://id.biodiversity.org.au/node/apni/2896023",,,,,,,,,"interactsWith","Agapostemon","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Halictidae | Agapostemon","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:676 | EOL:7498 | EOL:104173",,"Adult",,,,,,"Male",41.45055,-70.92194,"Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",,"Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"Nepeta cataria","Plantae | Charophyta | Equisetopsida | Magnoliidae | Lamiales | Lamiaceae | Nepeta | Nepeta cataria","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337710 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337706 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337705 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337515 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337614 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301101 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301131 | ALATaxon:https://id.biodiversity.org.au/node/apni/2896023",,,,,,,,,"interactsWith","Agapostemon","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Halictidae | Agapostemon","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:676 | EOL:7498 | EOL:104173",,"Adult",,,,,,"Male",41.45055,-70.92194,"Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",,"Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"Nepeta cataria","Plantae | Charophyta | Equisetopsida | Magnoliidae | Lamiales | Lamiaceae | Nepeta | Nepeta cataria","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337710 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337706 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337705 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337515 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337614 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301101 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301131 | ALATaxon:https://id.biodiversity.org.au/node/apni/2896023",,,,,,,,,"interactsWith","Agapostemon","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Halictidae | Agapostemon","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:676 | EOL:7498 | EOL:104173",,"Adult",,,,,,"Male",41.45055,-70.92194,"Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",,"Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"Nepeta cataria","Plantae | Charophyta | Equisetopsida | Magnoliidae | Lamiales | Lamiaceae | Nepeta | Nepeta cataria","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337710 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337706 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337705 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337515 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337614 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301101 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301131 | ALATaxon:https://id.biodiversity.org.au/node/apni/2896023",,,,,,,,,"interactsWith","Lasioglossum zephyrum","Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Hexapoda | Insecta | Pterygota | Neoptera | Holometabola | Hymenoptera | Apocrita | Aculeata | Apoidea | Halictidae | Halictinae | Halictini | Lasioglossum | Lasioglossum zephyrum","ITIS:202423 | ITIS:914154 | ITIS:914155 | ITIS:914158 | ITIS:82696 | ITIS:563886 | ITIS:99208 | ITIS:100500 | ITIS:563890 | ITIS:914213 | ITIS:152741 | ITIS:152864 | ITIS:709253 | ITIS:154344 | ITIS:154348 | ITIS:633921 | ITIS:633958 | ITIS:154357 | ITIS:759587",,"Adult",,,,,,"Female",41.45055,-70.92194,"Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",,"Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"Nepeta cataria","Plantae | Charophyta | Equisetopsida | Magnoliidae | Lamiales | Lamiaceae | Nepeta | Nepeta cataria","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337710 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337706 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337705 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337515 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337614 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301101 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301131 | ALATaxon:https://id.biodiversity.org.au/node/apni/2896023",,,,,,,,,"interactsWith","Agapostemon virescens","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Halictidae | Agapostemon | Agapostemon virescens","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:676 | EOL:7498 | EOL:104173 | EOL:1046633",,"Adult",,,,,,"Male",41.45055,-70.92194,"Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",,"Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"Nepeta cataria","Plantae | Charophyta | Equisetopsida | Magnoliidae | Lamiales | Lamiaceae | Nepeta | Nepeta cataria","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337710 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337706 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337705 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337515 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337614 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301101 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301131 | ALATaxon:https://id.biodiversity.org.au/node/apni/2896023",,,,,,,,,"interactsWith","Andrena asteris","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Andrenidae | Andrena | Andrena asteris","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:676 | EOL:700 | EOL:15596 | EOL:1039796",,"Adult",,,,,,"Female",41.45055,-70.92194,"Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",,"Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"Nepeta cataria","Plantae | Charophyta | Equisetopsida | Magnoliidae | Lamiales | Lamiaceae | Nepeta | Nepeta cataria","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337710 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337706 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337705 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337515 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337614 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301101 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301131 | ALATaxon:https://id.biodiversity.org.au/node/apni/2896023",,,,,,,,,"interactsWith","Colletes nudus","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Colletidae | Colletes | Colletes nudus","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:676 | EOL:7492 | EOL:18781 | EOL:1047682",,"Adult",,,,,,"Female",41.45055,-70.92194,"Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",,"Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"Nepeta cataria","Plantae | Charophyta | Equisetopsida | Magnoliidae | Lamiales | Lamiaceae | Nepeta | Nepeta cataria","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337710 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337706 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337705 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337515 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337614 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301101 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301131 | ALATaxon:https://id.biodiversity.org.au/node/apni/2896023",,,,,,,,,"interactsWith","Lasioglossum","Animalia | Arthropoda | Insecta | Hymenoptera | Halictidae | Lasioglossum","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:7908 | GBIF:1353501",,"Adult",,,,,,"Female",41.45055,-70.92194,"Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",,"Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"Nepeta cataria","Plantae | Charophyta | Equisetopsida | Magnoliidae | Lamiales | Lamiaceae | Nepeta | Nepeta cataria","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337710 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337706 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337705 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337515 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337614 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301101 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301131 | ALATaxon:https://id.biodiversity.org.au/node/apni/2896023",,,,,,,,,"interactsWith","Lasioglossum","Animalia | Arthropoda | Insecta | Hymenoptera | Halictidae | Lasioglossum","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:7908 | GBIF:1353501",,"Adult",,,,,,"Female",41.45055,-70.92194,"Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",,"Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"Nepeta cataria","Plantae | Charophyta | Equisetopsida | Magnoliidae | Lamiales | Lamiaceae | Nepeta | Nepeta cataria","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337710 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337706 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337705 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337515 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337614 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301101 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301131 | ALATaxon:https://id.biodiversity.org.au/node/apni/2896023",,,,,,,,,"interactsWith","Lasioglossum","Animalia | Arthropoda | Insecta | Hymenoptera | Halictidae | Lasioglossum","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:7908 | GBIF:1353501",,"Adult",,,,,,"Female",41.45055,-70.92194,"Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",,"Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"Nepeta cataria","Plantae | Charophyta | Equisetopsida | Magnoliidae | Lamiales | Lamiaceae | Nepeta | Nepeta cataria","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337710 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337706 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337705 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337515 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337614 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301101 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301131 | ALATaxon:https://id.biodiversity.org.au/node/apni/2896023",,,,,,,,,"interactsWith","Lasioglossum","Animalia | Arthropoda | Insecta | Hymenoptera | Halictidae | Lasioglossum","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:7908 | GBIF:1353501",,"Adult",,,,,,"Female",41.45055,-70.92194,"Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",,"Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"Nepeta cataria","Plantae | Charophyta | Equisetopsida | Magnoliidae | Lamiales | Lamiaceae | Nepeta | Nepeta cataria","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337710 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337706 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337705 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337515 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337614 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301101 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301131 | ALATaxon:https://id.biodiversity.org.au/node/apni/2896023",,,,,,,,,"interactsWith","Lasioglossum","Animalia | Arthropoda | Insecta | Hymenoptera | Halictidae | Lasioglossum","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:7908 | GBIF:1353501",,"Adult",,,,,,"Male",41.45055,-70.92194,"Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",,"Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"Nepeta cataria","Plantae | Charophyta | Equisetopsida | Magnoliidae | Lamiales | Lamiaceae | Nepeta | Nepeta cataria","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337710 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337706 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337705 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337515 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337614 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301101 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301131 | ALATaxon:https://id.biodiversity.org.au/node/apni/2896023",,,,,,,,,"interactsWith","Lasioglossum pectorale","Animalia | Arthropoda | Insecta | Hymenoptera | Halictidae | Lasioglossum | Lasioglossum pectorale","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:7908 | GBIF:1353501 | GBIF:1354189",,"Adult",,,,,,"Female",41.45055,-70.92194,"Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",,"Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"Nepeta cataria","Plantae | Charophyta | Equisetopsida | Magnoliidae | Lamiales | Lamiaceae | Nepeta | Nepeta cataria","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337710 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337706 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337705 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337515 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337614 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301101 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301131 | ALATaxon:https://id.biodiversity.org.au/node/apni/2896023",,,,,,,,,"interactsWith","Hoplitis producta","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Megachilidae | Hoplitis | Hoplitis producta","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:676 | EOL:7500 | EOL:2752966 | EOL:2753008",,"Adult",,,,,,"Female",46.87722,-96.78944,"Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",,"Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"Nepeta cataria","Plantae | Charophyta | Equisetopsida | Magnoliidae | Lamiales | Lamiaceae | Nepeta | Nepeta cataria","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337710 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337706 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337705 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337515 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337614 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301101 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301131 | ALATaxon:https://id.biodiversity.org.au/node/apni/2896023",,,,,,,,,"interactsWith","Megachile mendica","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Megachilidae | Megachile | Megachile mendica","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:676 | EOL:7500 | EOL:104071 | EOL:2751631",,"Adult",,,,,,"Male",41.45055,-70.92194,"Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",,"Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"Nepeta cataria","Plantae | Charophyta | Equisetopsida | Magnoliidae | Lamiales | Lamiaceae | Nepeta | Nepeta cataria","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337710 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337706 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337705 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337515 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337614 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301101 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301131 | ALATaxon:https://id.biodiversity.org.au/node/apni/2896023",,,,,,,,,"interactsWith","Megachile mendica","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Megachilidae | Megachile | Megachile mendica","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:676 | EOL:7500 | EOL:104071 | EOL:2751631",,"Adult",,,,,,"Female",41.45055,-70.92194,"Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",,"Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
"Nepeta cataria","Plantae | Charophyta | Equisetopsida | Magnoliidae | Lamiales | Lamiaceae | Nepeta | Nepeta cataria","ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337710 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337706 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337705 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337515 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51337614 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301101 | ALATaxon:https://id.biodiversity.org.au/taxon/apni/51301131 | ALATaxon:https://id.biodiversity.org.au/node/apni/2896023",,,,,,,,,"interactsWith","Megachile gemula","Animalia | Arthropoda | Insecta | Hymenoptera | Apoidea | Megachilidae | Megachile | Megachile gemula","EOL:1 | EOL:164 | EOL:344 | EOL:648 | EOL:676 | EOL:7500 | EOL:104071 | EOL:2751347",,"Adult",,,,,,"Female",41.45055,-70.92194,"Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",,"Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115"
